ticker,entry_date,entry_price,exit_date,exit_price,hold_weeks,return_pct,stopped_out,spy_return_pct,alpha,year
AAPL,2016-05-09,20.645130157470703,2016-11-07,24.99153709411621,26,21.05294034715836,False,4.590179935686798,16.46276041147156,2016
NVDA,2019-05-27,3.3617851734161377,2019-11-25,5.390425205230713,26,60.344130489252436,False,12.921011833937404,47.42311865531503,2019
NVDA,2022-09-19,12.500284194946289,2023-03-20,26.756759643554688,26,114.04921061212445,False,2.1895784523429698,111.85963215978148,2022
NVDA,2022-09-26,12.123757362365723,2023-03-27,27.753931045532227,26,128.92186156484223,False,9.750173621248562,119.17168794359367,2022
NVDA,2022-10-03,12.060837745666504,2023-04-03,27.014551162719727,26,123.98569429744744,False,13.039131557391027,110.94656274005641,2022
NVDA,2022-10-10,11.212903022766113,2023-04-10,26.735776901245117,26,138.4376003873586,False,14.732900078053984,123.70470030930461,2022
NVDA,2022-10-17,12.450347900390625,2023-04-17,27.096481323242188,26,117.63633867927534,False,13.796360579069525,103.83997810020581,2022
AMZN,2022-04-25,124.28150177001953,2022-05-16,107.59100341796875,3,-13.429591785056008,True,-6.632286318661527,-6.797305466394481,2022
AMZN,2022-05-02,114.77249908447266,2022-05-16,107.59100341796875,2,-6.257157179454914,True,-3.4718394101134407,-2.7853177693414737,2022
AMZN,2022-05-09,113.05500030517578,2022-05-16,107.59100341796875,1,-4.833043096243204,True,0.4821981437277771,-5.31524123997098,2022
AMZN,2022-05-16,107.59100341796875,2022-06-13,106.22000122070312,4,-1.2742721544658948,True,-6.271083257922699,4.996811103456804,2022
AMZN,2022-05-23,115.14649963378906,2022-06-13,106.22000122070312,3,-7.752296805787146,True,-5.522519171092188,-2.2297776346949574,2022
AMZN,2022-05-30,122.3499984741211,2022-06-13,106.22000122070312,2,-13.183487907300393,True,-9.185573865285738,-3.9979140420146546,2022
AMZN,2022-06-06,109.6500015258789,2022-06-13,106.22000122070312,1,-3.128135209707456,True,-8.934177897363602,5.806042687656146,2022
AMZN,2022-06-13,106.22000122070312,2022-10-10,106.9000015258789,17,0.6401810368678886,True,-3.1838746670438103,3.824055703911699,2022
AMZN,2022-08-22,130.75,2022-10-10,106.9000015258789,7,-18.240916615006572,True,-12.544116898518215,-5.696799716488357,2022
AMZN,2022-08-29,127.51000213623047,2022-10-10,106.9000015258789,6,-16.16343836958926,True,-10.215615997872218,-5.947822371717043,2022
AMZN,2022-09-12,123.52999877929688,2022-10-10,106.9000015258789,4,-13.462314755729674,True,-12.037644693625493,-1.4246700621041803,2022
AMZN,2022-09-19,113.77999877929688,2022-10-10,106.9000015258789,3,-6.046754550211716,True,-7.3426894580786355,1.2959349078669193,2022
AMZN,2022-09-26,113.0,2022-10-10,106.9000015258789,2,-5.39822873816026,True,-1.1775692114745764,-4.220659526685683,2022
AMZN,2022-10-03,114.55999755859375,2022-10-10,106.9000015258789,1,-6.686449193399295,True,-1.7975430640607262,-4.888906129338569,2022
AMZN,2022-10-10,106.9000015258789,2022-10-24,103.41000366210938,2,-3.264731350751809,True,5.235826947467303,-8.500558298219111,2022
AMZN,2022-10-17,119.31999969482422,2022-10-24,103.41000366210938,1,-13.33388876416916,True,3.284981900273485,-16.618870664442646,2022
AMZN,2022-10-24,103.41000366210938,2022-10-31,90.9800033569336,1,-12.020113978325172,True,1.9373234914047275,-13.9574374697299,2022
AMZN,2023-08-14,133.22000122070312,2024-02-12,169.50999450683594,26,27.240649267081036,False,12.647669150505052,14.592980116575983,2023
AMZN,2023-08-21,133.25999450683594,2024-02-19,174.99000549316406,26,31.314732632821375,False,14.559185442177242,16.755547190644133,2023
AMZN,2023-09-18,129.1199951171875,2024-03-18,178.8699951171875,26,38.53005102335049,False,16.43469980577379,22.0953512175767,2023
AMZN,2023-09-25,127.12000274658203,2024-03-25,180.3800048828125,26,41.89742053609459,False,21.115809061491024,20.78161147460357,2023
AMZN,2023-10-02,127.95999908447266,2024-04-01,185.07000732421875,26,44.631141488243514,False,23.073644732355948,21.557496755887566,2023
AMZN,2023-10-09,129.7899932861328,2024-04-08,186.1300048828125,26,43.408594276196204,False,20.854374996595297,22.554219279600908,2023
AMZN,2023-10-16,125.16999816894531,2024-04-15,174.6300048828125,26,39.51426654741154,False,16.518889828846163,22.995376718565375,2023
AMZN,2023-10-23,127.73999786376953,2024-04-22,179.6199951171875,26,40.613745201989325,False,19.703435728538935,20.91030947345039,2023
AMZN,2023-10-30,138.60000610351562,2024-04-29,186.2100067138672,26,34.35064827832206,False,23.612016689813384,10.738631588508678,2023
GOOGL,2020-03-16,53.00996780395508,2020-09-14,72.0103988647461,26,35.84312884523841,False,42.5675833287976,-6.724454483559192,2020
GOOGL,2022-10-31,85.93074035644531,2023-05-01,104.77832794189453,26,21.9334635163952,False,8.493085729815407,13.440377786579793,2022
GOOGL,2022-12-05,92.13386535644531,2023-06-05,121.31339263916016,26,31.670794631079225,False,7.7851798648085735,23.885614766270653,2022
GOOGL,2022-12-12,89.58313751220703,2023-06-12,122.60363006591797,26,36.860165284132194,False,9.65163272279071,27.208532561341485,2022
GOOGL,2022-12-19,88.56085205078125,2023-06-19,121.42256164550781,26,37.106361144632494,False,16.513825388349286,20.59253575628321,2022
GOOGL,2022-12-26,87.568359375,2023-06-26,118.8023681640625,26,35.66814430690309,False,13.973614947035115,21.69452935986797,2022
GOOGL,2023-01-02,86.68502044677734,2023-07-03,118.58402252197266,26,36.7987478237726,False,17.41467318585952,19.38407463791308,2023
GOOGL,2023-01-09,91.42919158935547,2023-07-10,124.47946166992188,26,36.14848770511742,False,14.210627511284796,21.93786019383262,2023
GOOGL,2023-02-06,93.86080932617188,2023-08-07,128.5884246826172,26,36.99905807946402,False,10.804655309846597,26.194402769617426,2023
GOOGL,2023-02-13,93.64246368408203,2023-08-14,126.50416564941406,26,35.09273536009933,False,9.364886476297231,25.727848883802103,2023
GOOGL,2023-02-20,88.46160888671875,2023-08-21,128.90602111816406,26,45.719733950619414,False,10.916079381221545,34.80365456939787,2023
GOOGL,2023-02-27,92.94770812988281,2023-08-28,134.64266967773438,26,44.85851495078077,False,12.161705671042679,32.69680927973809,2023
GOOGL,2023-03-06,89.95035552978516,2023-09-04,135.35726928710938,26,50.47997141299645,False,12.39259178965765,38.0873796233388,2023
META,2018-11-19,130.8162078857422,2019-05-20,179.8040008544922,26,37.44780081955673,False,6.602067155604391,30.84573366395234,2018
META,2018-12-03,136.4667205810547,2019-06-03,172.1475067138672,26,26.14614462844062,False,-0.6838987538753316,26.830043382315953,2018
META,2018-12-17,124.08323669433594,2019-06-17,189.8140869140625,26,52.973191198781,False,14.482240015633002,38.490951183148,2018
META,2018-12-24,132.2760009765625,2019-06-24,191.66119384765625,26,44.89491096848021,False,26.469226857832084,18.425684110648128,2018
META,2018-12-31,136.99307250976562,2019-07-01,195.03758239746094,26,42.37039787800772,False,19.400824387174666,22.969573490833056,2018
META,2020-03-16,148.6913299560547,2020-09-14,250.77822875976562,26,68.65692763248701,False,42.5675833287976,26.08934430368941,2020
META,2020-03-23,155.70237731933594,2020-09-21,253.05235290527344,26,62.52311445847659,False,47.89117481808106,14.63193964039553,2020
META,2020-03-30,153.1104736328125,2020-09-28,258.1368103027344,26,68.59513538034938,False,28.799625098152653,39.79551028219672,2020
META,2022-01-31,235.44532775878906,2022-03-07,186.30857849121094,5,-20.86970666834304,True,-6.774697820637115,-14.095008847705923,2022
META,2022-02-07,218.0270233154297,2022-03-07,186.30857849121094,4,-14.547941966959858,True,-6.222341835277675,-8.325600131682183,2022
META,2022-02-14,204.7299041748047,2022-03-07,186.30857849121094,3,-8.997867584534722,True,-4.46220858561181,-4.535658998922912,2022
META,2022-02-21,209.01992797851562,2022-03-07,186.30857849121094,2,-10.865638366136602,True,-2.360512700654845,-8.505125665481756,2022
META,2022-02-28,198.67221069335938,2022-03-07,186.30857849121094,1,-6.223131135954936,True,-3.9392818065905826,-2.283849329364353,2022
META,2022-03-07,186.30857849121094,2022-04-18,182.83287048339844,6,-1.865565201538192,True,4.744679554888373,-6.610244756426566,2022
META,2022-03-14,214.98825073242188,2022-04-18,182.83287048339844,5,-14.956808169505312,True,5.355054066506077,-20.31186223601139,2022
META,2022-03-21,220.28125,2022-04-18,182.83287048339844,4,-17.000257405749043,True,-1.4446928089958389,-15.555564596753204,2022
META,2022-03-28,223.29025268554688,2022-04-18,182.83287048339844,3,-18.118740838689178,True,-3.93498943756488,-14.183751401124297,2022
GOOG,2022-10-31,86.05457305908203,2023-05-01,105.42430877685547,26,22.508665175149797,False,8.493085729815407,14.01557944533439,2022
GOOG,2022-12-05,92.37715911865234,2023-06-05,121.95531463623047,26,32.01890575524946,False,7.7851798648085735,24.23372589044089,2022
GOOG,2022-12-12,90.18360137939453,2023-06-12,123.1364517211914,26,36.53973653499057,False,9.65163272279071,26.88810381219986,2022
GOOG,2022-12-19,89.14142608642578,2023-06-19,122.10419464111328,26,36.97805835272248,False,16.513825388349286,20.464232964373192,2022
GOOG,2022-12-26,88.06946563720703,2023-06-26,120.06945037841797,26,36.33493687021054,False,13.973614947035115,22.361321923175424,2022
GOOG,2023-01-02,87.50370788574219,2023-07-03,119.24564361572266,26,36.27496079529275,False,17.41467318585952,18.86028760943323,2023
