ticker,level,timeframe,direction,entry_date,entry_price,exit_date,exit_price,exit_reason,pct_return,squeeze_count,depth,momentum
NVDA,MED,weekly,SHORT,2025-04-07,87.44412495499881,2025-04-14,94.43965495139872,STOP,-8.000000000000005,12,0.22819737505259374,-0.2408106073099734
BMY,MED,weekly,SHORT,2021-09-27,50.04223693167028,2022-01-10,54.045615886203905,STOP,-8.000000000000002,8,0.20441261239803438,-0.07457432474631842
BMY,MED,weekly,SHORT,2024-05-13,41.16176401959863,2024-07-22,44.45470514116652,STOP,-8.000000000000005,10,0.11037814617543727,-0.10657079047595075
BMY,MED,weekly,SHORT,2025-04-28,46.48534578775758,2025-11-24,48.625362396240234,TIME,-4.603637065008669,10,0.2182803788107792,-0.16601949585015063
KDP,MED,weekly,SHORT,2023-02-13,32.51530240944686,2023-09-11,31.013729095458984,TIME,4.618051202721139,17,0.14184610268978207,-0.053367654411914156
KDP,MED,weekly,SHORT,2023-05-29,28.9438545177851,2023-07-24,31.25936287920791,STOP,-8.00000000000001,6,0.14531045934705414,-0.10557649710173356
CRWD,MED,weekly,SHORT,2021-12-13,198.58999633789062,2021-12-27,214.4771960449219,STOP,-8.00000000000001,10,0.23953490977733377,-0.24790075171084802
CRWD,MED,weekly,SHORT,2022-11-21,137.11000061035156,2022-11-28,109.68800048828126,TARGET,19.999999999999993,11,0.16125491241924017,-0.24879282013602688
ETSY,MED,weekly,SHORT,2024-04-08,65.66000366210938,2024-04-29,70.91280395507813,STOP,-8.00000000000001,5,0.20392955406521057,-0.09148596278138432
ETSY,MED,weekly,SHORT,2025-04-14,44.369998931884766,2025-05-05,47.91959884643555,STOP,-8.000000000000004,41,0.17801396139345474,-0.15503141664810238
ZTS,MED,weekly,SHORT,2022-10-03,143.63894459910196,2023-01-09,155.13006016703014,STOP,-8.000000000000014,5,0.11921939219562197,-0.13710279529209546
ZTS,MED,weekly,SHORT,2024-12-09,172.83537742344623,2025-04-07,138.268301938757,TARGET,19.999999999999996,6,0.19093406581765,-0.07168374378150677
LMT,MED,weekly,SHORT,2022-01-17,332.67017668439644,2022-02-21,359.2837908191482,STOP,-8.000000000000009,7,0.19706797483619656,-0.00683893247989209
LMT,MED,weekly,SHORT,2023-10-02,384.3751541137136,2023-10-09,415.1251664428107,STOP,-8.000000000000004,30,0.1607247481802965,-0.09550533996695021
CLF,MED,weekly,SHORT,2024-12-30,9.180000305175781,2025-01-06,9.914400329589844,STOP,-8.000000000000004,5,0.2293273865893891,-0.26489028634892975
PGR,MED,weekly,SHORT,2023-06-19,118.0593803180292,2023-09-11,127.50413074347155,STOP,-8.000000000000012,9,0.24907741658533494,-0.039093410563355246
PGR,MED,weekly,SHORT,2025-07-14,230.27452041727628,2026-02-09,204.52999877929688,TIME,11.179926285951316,5,0.3219793737477087,-0.05071836478137126
MKTX,MED,weekly,SHORT,2021-10-18,380.66552969375067,2022-01-24,304.53242375500054,TARGET,20.0,6,0.12201050264985165,-0.10537211776717037
DHI,MED,weekly,SHORT,2024-07-08,134.08526867645367,2024-07-15,144.81209017056997,STOP,-8.00000000000001,11,0.21725708565679677,-0.10908838586289304
KEYS,MED,weekly,SHORT,2023-03-20,154.8800048828125,2023-06-12,167.27040527343752,STOP,-8.00000000000001,18,0.22848045897236885,-0.11124538923032334
KEYS,MED,weekly,SHORT,2024-06-10,134.47000122070312,2024-07-15,145.22760131835938,STOP,-8.0,9,0.34192395430466743,-0.10270204053303034
